label	text_a
李羲儿	李羲儿，1987年10月22日出生于云南省昆明市，中国内地女演员，毕业于北京电影学院表演系。
新天鹅堡	因为新天鹅堡内是严禁拍照摄像的，所以其中的金碧辉煌无法用照片记录，的确是美轮美奂，处处彰显着路德维希二世的才华，特别是墙上的古代神话故事的油画作品细腻柔和，人物画的很是美貌，我非常喜欢。
泰瑞克·埃文斯	泰瑞克·埃文斯（Tyreke Evans），1989年9月19日出生于美国宾夕法尼亚州切斯特，美国职业篮球运动员，司职得分后卫，效力于NBA新奥尔良鹈鹕队。
电影	由克里斯·哥伦布 Chris Columbus编剧导演的爱情电影，深受影迷好评。
王家大院	相信  王家大院  会震撼每一个对古建筑感兴趣的人，因我们只做了1个半小时的观赏计划，很遗憾没能细细品味古建筑的魅力，建议大家去时安排半天的时间较为合适，最好请位导游，50元就能全面了解  王家大院  ，虽然下雨，但游人很多，还有老外也很多哦，找个老外合个影挺不错的。
韩剑秋	韩剑秋，上海人。
瓜镇	在瓜镇定的是G酒店，属于经济型酒店。
香港	香港 的生活越夜越精彩，看完夜景来到了充满故事的 庙街 。
老街	老街确实顾名思义，有着古老的气息，建筑确实还保留这复古的美，但是感觉维护的不太好，后期融入了太多现代化的东西，破坏了这条街的感觉，很多貌似感觉可以参观的建筑都是闭门的，很想看看建筑里面的样子，街上的各色老式房子里几乎都是店铺，还有两家在装修，逛逛还是不错的。
下雨天	下雨天，武艺首支单曲，微电影《在一起》插曲，收录于快乐男声12强合辑《我的舞台》中。
西风烈	《西风烈》是部三无烂片：无强烈震撼的视觉效果、无顺畅合理的剧情逻辑、无典雅唯美的爱情动画！ 另：从《士兵突击》到《我的团长我的团》一直很厌恶段奕宏，这丫装逼得厉害，这次又看《西风烈》，丫也就是这德性了，跑步时的姿势真的很矬！++1。
希区柯克	《希区柯克》是由福克斯探照灯公司发行的传记类电影，由萨沙·杰瓦西执导，安东尼·霍普金斯、海伦·米伦、斯嘉丽·约翰逊等主演。
庙街	庙街在油麻地，是一条晚上极其热闹的地方，傍晚附近的夜宵摊就开始出来，整条街都是各种吃饭的点和街边的各种桌子，人很多，尤其游客，不过这里的环境稍微差点，但是比较香港，就是能感觉到人口密度大，哈哈。
花石楼	解放后，花石楼成为接待中外贵宾的馆舍.是一幢融合了西方多种建筑艺术风格的欧洲古堡式建筑，既有希腊和罗马式风格，又有哥特式建筑特色。
杀人事件	1986年至1991年间，韩国京畿道华城市太安镇一带，有10名女性依次被害，杀人犯始终未被捕，最终成为未解决的杀人事件。
秦淮河畔	太赞了！交通便利，从南京站，坐车直接到秦淮河畔，在这里游玩，绝不枉此行！。
洱海	很美很美的地方，特别适合看日出日落！洱海边的小店都很有特色的，文艺小清新的感觉，可以买一些银饰品和麻质的衣裙，价格公道，质量不错滴；去双廊没必要住海景房很贵，而且去了看日出日落也都会去外面，进屋就已经很累了，不会再去看风景了。
金阁寺	金阁寺  其名称源自于室町幕府时代著名的幕府将军、足利三代将军足利义满之法名，但因为寺内主要核心建筑舍利殿的外墙全是以金箔装饰，因此得到金阁寺的昵称..  「  京都  金」，要说金阁寺。
钓鱼城	钓鱼城去了解它的历史很不错值得推荐，里面有5个讲解室可以好好了解一下，环境很好的地方，离合川市区很近，就是门票好贵，以前60感觉还好，现在涨到80了感觉贵了，重庆的旅游产业感觉没云南和湖北弄得好。
中山大学	中山大学不要门票，地铁8号线中大站十分方便。
守护天使	《守护天使》，也称春哥铠、复活铠、春哥甲、复活甲，是著名竞技游戏英雄联盟中游戏道具，也是在该游戏中唯一具有复活功能的道具，在商店“护甲”、“魔法抗性”中可以找到。
涠洲岛	涠洲岛位于广西北海正南方北部湾海面上，距离北海约21海里（大约39公里），陆地面积25平方公里。
亚龙湾	亚龙湾还是水上娱乐活动的好去处。
李贤宰	李贤宰（韩文：이현재；曾译名：李铉在），1988年4月12日出生于韩国，拥有四分之一美国血统，是MATE乐队和EDEN乐队鼓手、演员和模特。
你若安好便是晴天	《你若安好便是晴天》是2011年中国华侨出版社出版的图书，作者是白落梅。
火线	《火线》是一款集角色扮演、养成经营及即时战略等多种游戏元素为一体，以现代战争时代为背景题材的网页游戏。
api	api作为指标值，它是综合了注意力,品牌联系和说服力三个因素的数值,并联系了这些指标的市场平均表现,通过复杂公式计算而得. 这里可以简单的理解为：API=注意力X品牌联系X说服力。
秋水广场	秋水广场在红谷滩新区和著名的滕王阁隔江相望，是个适合晚上去的地方。
卓越工程师教育培养计划	“卓越工程师教育培养计划”（简称“卓越计划”）是国家教育部贯彻落实《国家中长期教育改革和发展规划纲要（2010-2020年）》和《国家中长期人才发展规划纲要（2010-2020年）》的重大改革项目，也是促进我国由工程教育大国迈向工程教育强国的重大举措旨在培养造就一大批创新能力强、适应经济社会发展需要的高质量各类型工程技术人才，为国家走新型工业化发展道路、建设创新型国家和人才强国战略服务，对促进高等教育面向社会需求培养人才，全面提高工程教育人才培养质量具有十分重要的示范和引导作用。
绿波廊	说起绿波廊，大家都十分熟悉，装修后的绿波廊处处透出一股贵气。
好利来	国购后门的这家好利来离我家是比较近的，有时来家乐福购物的时候会从他家买一点当次日早饭。
8090游戏平台	8090游戏平台是国内专业网页游戏平台之一，公司网游事业部成立于2011年4月，经过2011年的高速发展已成为国内最受欢迎的网页游戏平台之一。
新申农庄	到了新申农庄的饭庄，吃的虽然是团队菜，不过味道清单，很合上海人的口味 八菜一汤，价格也不贵，做的菜也不是浓油赤酱的，很新鲜美味 值得一提的是这里的蓝莓汁很好喝，28元一瓶 里面还有假山和泉水，上面搭的是类似暖棚的构架，让吃饭的人们更接近大自然了 团友们还纷纷买了黑豆腐干等等 吃完了在农庄走了一圈，地方还真大，满眼绿色，空气也好的很。
南昌梦想软件有限公司	南昌梦想软件有限公司成立于2004年，位于江西省南昌市高新区，专注管理软件的自主研发创新、咨询服务及产品销售，致力于用技术创新推动商业与社会进步，产品涉及政府、大中小型企业、教育、医疗等行业。
人力资源管理师	人力资源管理师指获得国家职业资格证书，从事人力资源规划、招聘与配置、培训与开发、绩效管理、薪酬福利管理、劳动关系管理、人力资源法务等工作的管理人员。
武侯祠	武侯祠整体还是很值得一游的，尤其推荐惠陵的红夹道，人少的时候超有感觉。
青海湖	远看其实比近看更美，渐变蓝的像海岸线一样与天相接景点票价120，但有很多地方可以走到青海湖边，只是没有景点那么好的码头而已。
故宫	故宫的门票很便宜60元，比起一般小景点还实惠，故宫很大，人很多，不过还有许多地方故宫没有开放，这里曾是明清两代帝王居住过的地方，所以富裕故宫神圣的使命，来到这里被故宫的富丽堂皇所震撼。
黄帝故里	到黄帝故里主要就是来寻根拜祖的，如果是抱着来玩的心态那么可能就要扫兴了。
汉拿植物园	吃完中饭，去了汉拿植物园。
汤敏	汤敏，女，36岁，中共党员，大学文化，1990年8月入警，三级警督警衔，现任四川省成都市公安局金牛区分局茶店子派出所社区民警。
武汉	我爱武汉。
腾讯电脑管家	腾讯电脑管家（Tencent PC Manager/原名QQ电脑管家）是腾讯公司推出的免费安全软件。
木坑竹海	木坑竹海环境好，景色也很好，但是景区道路未修整，人不多，安静，幽静漫山竹子，又是一番景色，一直走到卧虎藏龙拍摄地，遇到的人很少，总的来说不错。
情人节	情人节是大陆漫画。
天赐	天赐，出于《左传·僖公二十三年》。
亦勋（merit）	亦勋（merit），中国大陆歌手。
线人	为了看瑞斯·伊凡斯的几个镜头看了整部片子……不是科幻也不是警匪，线人只是一个乐队的名字，一部讲80年代美国腐朽生活的社会题材片。
三峡人家	三峡人家给我的感觉太好了，上午游览时下着小雨，走在栈桥上，空气湿润清新，带着竹林的味道，竹排上站着的幺妹，画面极美，走到黄龙瀑景区遇到10多只猴子，好新奇，总之，印象深刻，值得一去。
陈炜	陈炜，男，汉族，1967年3月生，河南永城人，1987年9月参加工作，2005年6月参加中国共产党，大学学历（2004年5月长安大学计算机科学与技术专业毕业），地质高级工程师，现任若羌县人民政府副县长。
罗亚平	罗亚平，高中文凭。
三国演义	《三国演义》是中日两国合作制作的动画片，已于2009年在中国上映。
型男	型男是指新一代魅力的男生，对个人的生活品位和当今潮流品牌认知的追求不亚于女生。
九天玄女	九天玄女，又称玄女，俗称九天娘娘、九天玄女娘娘、九天玄母天尊。
大卫·科波菲尔	《大卫·科波菲尔》是由西蒙·柯蒂斯执导的剧情片，休·丹西、Max Dolbey等参加演出。
武宣百崖大峡谷	武宣百崖大峡谷（AAA级景区）位于武宣县河马乡境内，门票30rmb，当地交通不是很方便，出行的朋友一定要有心理准备，雨季不宜入内，瀑布容易涨起来把回去的路断了，我被困在山上7个小时，然后自己摸着山路出来浑身是伤，不过风景很迷人，空气很好,值得去一次。
宽窄巷子	感觉宽窄巷子比锦里要高大上一些，因为有很多装修有特色的会馆啊，饭馆。
纯情罗曼史	电视动画《纯情罗曼史》改编自日本漫画家中村春菊原作的同名BL漫画，同原作一样，故事由美咲与小兔老师的“纯情罗曼史”、上条与野分的“自我中心恋爱”、忍与宫城的“纯情恐怖分子”三组不同主线组成。
